0	-104.028	-125.416	0.365
0.00421548	-104.028	-124.687	0.365
0.00815487	-104.028	-124.687	0.365
0.012187	-104.028	-124.687	0.365
0.0161626	-104.028	-124.687	0.365
0.0202148	-104.028	-124.687	0.365
0.0241833	-104.028	-124.687	0.365
0.0281827	-104.028	-123.958	0.366
0.0321333	-104.028	-123.958	0.366
0.0361938	-104.028	-123.958	0.366
0.0401468	-104.028	-123.958	0.366
0.0441628	-104.028	-123.958	0.366
0.0481563	-104.028	-123.958	0.366
0.0523534	-104.028	-123.958	0.366
0.0561755	-104.028	-123.958	0.366
0.0602012	-103.055	-124.687	0.365
0.0641792	-103.055	-124.687	0.365
0.0682003	-103.055	-124.687	0.365
0.0721636	-103.055	-124.687	0.365
0.0761929	-103.055	-124.687	0.365
0.0802364	-103.055	-123.958	0.365
0.084203	-103.055	-123.958	0.365
0.0881979	-103.055	-123.958	0.365
0.0921624	-103.055	-123.958	0.365
0.0961668	-103.055	-123.958	0.365
0.100192	-103.055	-123.958	0.365
0.104227	-103.055	-123.958	0.365
0.108218	-103.055	-123.958	0.368
0.112179	-103.055	-123.958	0.368
0.116191	-103.055	-123.958	0.368
0.120138	-103.055	-123.958	0.368
0.124212	-103.055	-123.958	0.368
0.128142	-103.055	-123.958	0.368
0.13214	-103.055	-123.958	0.368
0.136203	-103.055	-123.229	0.369
0.14022	-103.055	-123.229	0.369
0.144188	-103.055	-123.229	0.369
0.14816	-103.055	-123.229	0.369
0.152159	-103.055	-123.229	0.369
0.156251	-103.055	-123.229	0.369
0.160138	-103.055	-123.229	0.369
0.1642	-102.083	-123.958	0.367
0.16816	-102.083	-123.958	0.367
0.172245	-102.083	-123.958	0.367
0.176162	-102.083	-123.958	0.367
0.180167	-102.083	-123.958	0.367
0.184159	-102.083	-123.958	0.367
0.188262	-102.083	-123.958	0.367
0.192224	-102.083	-123.229	0.367
0.196167	-102.083	-123.229	0.367
0.20017	-102.083	-123.229	0.367
0.20419	-102.083	-123.229	0.367
0.208176	-102.083	-123.229	0.367
0.212171	-102.083	-123.229	0.367
0.216139	-102.083	-123.229	0.367
0.220162	-102.083	-123.229	0.367
0.224258	-102.083	-122.5	0.367
0.228174	-102.083	-122.5	0.367
0.232136	-102.083	-122.5	0.367
0.236134	-102.083	-122.5	0.367
0.240191	-102.083	-122.5	0.367
0.244195	-102.083	-122.5	0.367
0.248194	-101.111	-121.771	0.367
0.25222	-101.111	-121.771	0.367
0.256182	-101.111	-121.771	0.367
0.260195	-101.111	-121.771	0.367
0.264166	-101.111	-121.771	0.367
0.268182	-101.111	-121.771	0.367
0.272174	-101.111	-121.771	0.367
0.276192	-101.111	-119.583	0.365
0.280149	-101.111	-119.583	0.365
0.284204	-101.111	-119.583	0.365
0.288196	-101.111	-119.583	0.365
0.29217	-101.111	-119.583	0.365
0.296165	-101.111	-119.583	0.365
0.300139	-101.111	-119.583	0.365
0.304179	-101.111	-119.583	0.365
0.308276	-100.139	-118.125	0.363
0.312122	-100.139	-118.125	0.363
0.316152	-100.139	-118.125	0.363
0.320195	-100.139	-118.125	0.363
0.324193	-100.139	-118.125	0.363
0.328198	-100.139	-118.125	0.363
0.332175	-100.139	-118.125	0.363
0.336204	-100.139	-118.125	0.365
0.340163	-100.139	-118.125	0.365
0.344139	-100.139	-118.125	0.365
0.348194	-100.139	-118.125	0.365
0.352196	-100.139	-118.125	0.365
0.356215	-100.139	-118.125	0.365
0.360192	-100.139	-118.125	0.365
0.364215	-99.1664	-116.666	0.366
0.368161	-99.1664	-116.666	0.366
0.372187	-99.1664	-116.666	0.366
0.376166	-99.1664	-116.666	0.366
0.380199	-99.1664	-116.666	0.366
0.384218	-99.1664	-116.666	0.366
0.388214	-99.1664	-116.666	0.366
0.392164	-99.1664	-114.479	0.366
0.396165	-99.1664	-114.479	0.366
0.40013	-99.1664	-114.479	0.366
0.404177	-99.1664	-114.479	0.366
0.408159	-99.1664	-114.479	0.366
0.412154	-99.1664	-114.479	0.366
0.416252	-98.1942	-113.021	0.366
0.420204	-98.1942	-113.021	0.366
0.424203	-98.1942	-113.021	0.366
0.428192	-98.1942	-113.021	0.366
0.432128	-98.1942	-113.021	0.366
0.436164	-98.1942	-113.021	0.366
0.440174	-97.222	-111.562	0.366
0.444203	-97.222	-111.562	0.366
0.448138	-97.222	-111.562	0.366
0.452199	-97.222	-111.562	0.366
0.456149	-97.222	-111.562	0.366
0.460187	-97.222	-111.562	0.366
0.464124	-97.222	-111.562	0.366
0.468193	-97.222	-111.562	0.365
0.472158	-97.222	-111.562	0.365
0.476179	-97.222	-111.562	0.365
0.480144	-97.222	-111.562	0.365
0.48419	-97.222	-111.562	0.365
0.488199	-97.222	-111.562	0.365
0.492182	-97.222	-111.562	0.365
0.496218	-96.2498	-110.104	0.364
0.500148	-96.2498	-110.104	0.364
0.504159	-96.2498	-110.104	0.364
0.508181	-96.2498	-110.104	0.364
0.512156	-96.2498	-110.104	0.364
0.516278	-96.2498	-110.104	0.364
0.520163	-96.2498	-110.104	0.364
0.524276	-95.2775	-107.916	0.363
0.528216	-95.2775	-107.916	0.363
0.532192	-95.2775	-107.916	0.363
0.536117	-95.2775	-107.916	0.363
0.540204	-95.2775	-107.916	0.363
0.544146	-95.2775	-107.916	0.363
0.548221	-95.2775	-106.458	0.364
0.552167	-95.2775	-106.458	0.364
0.556205	-95.2775	-106.458	0.364
0.560155	-95.2775	-106.458	0.364
0.564155	-95.2775	-106.458	0.364
0.568149	-95.2775	-106.458	0.364
0.572214	-95.2775	-106.458	0.364
0.57619	-94.3053	-105	0.363
0.580174	-94.3053	-105	0.363
0.584184	-94.3053	-105	0.363
0.588188	-94.3053	-105	0.363
0.592148	-94.3053	-105	0.363
0.596155	-94.3053	-105	0.363
0.600147	-94.3053	-105	0.363
0.604194	-94.3053	-105	0.363
0.608197	-93.3331	-102.812	0.362
0.612174	-93.3331	-102.812	0.362
0.616179	-93.3331	-102.812	0.362
0.620208	-93.3331	-102.812	0.362
0.624259	-93.3331	-102.812	0.362
0.628207	-93.3331	-102.812	0.362
0.632193	-93.3331	-102.812	0.362
0.636204	-93.3331	-102.083	0.362
0.640199	-93.3331	-102.083	0.362
0.644206	-93.3331	-102.083	0.362
0.648133	-93.3331	-102.083	0.362
0.6522	-93.3331	-102.083	0.362
0.656163	-93.3331	-102.083	0.362
0.660169	-93.3331	-102.083	0.362
0.664207	-92.3609	-101.354	0.36
0.668151	-92.3609	-101.354	0.36
0.672141	-92.3609	-101.354	0.36
0.676195	-92.3609	-101.354	0.36
0.68014	-92.3609	-101.354	0.36
0.68423	-92.3609	-101.354	0.36
0.688144	-92.3609	-101.354	0.36
0.692201	-92.3609	-101.354	0.36
0.696207	-91.3887	-99.8956	0.364
0.700176	-91.3887	-99.8956	0.364
0.704143	-91.3887	-99.8956	0.364
0.708164	-91.3887	-99.8956	0.364
0.71216	-91.3887	-99.8956	0.364
0.716204	-91.3887	-99.8956	0.364
0.720121	-91.3887	-99.8956	0.364
0.724214	-91.3887	-98.4372	0.364
0.728139	-91.3887	-98.4372	0.364
0.732179	-91.3887	-98.4372	0.364
0.736146	-91.3887	-98.4372	0.364
0.740206	-91.3887	-98.4372	0.364
0.744143	-91.3887	-98.4372	0.364
0.748186	-90.4164	-96.2498	0.364
0.752162	-90.4164	-96.2498	0.364
0.756184	-90.4164	-96.2498	0.364
0.760146	-90.4164	-96.2498	0.364
0.76418	-90.4164	-96.2498	0.364
0.768175	-90.4164	-96.2498	0.364
0.772165	-90.4164	-96.2498	0.364
0.776233	-89.4442	-94.7914	0.363
0.780145	-89.4442	-94.7914	0.363
0.784121	-89.4442	-94.7914	0.363
0.788177	-89.4442	-94.7914	0.363
0.792204	-89.4442	-94.7914	0.363
0.796156	-89.4442	-94.7914	0.363
0.800126	-89.4442	-94.7914	0.363
0.804254	-89.4442	-94.7914	0.364
0.808149	-89.4442	-94.7914	0.364
0.812209	-89.4442	-94.7914	0.364
0.816149	-89.4442	-94.7914	0.364
0.820174	-89.4442	-94.7914	0.364
0.824188	-89.4442	-94.7914	0.364
0.82816	-89.4442	-94.7914	0.364
0.832174	-88.472	-93.3331	0.363
