0	0	0	0	0	0	0
0	0.0925164	-0.0215772	0.0472001	-0.054558	0.00835269	0.113552
0	0	0	0	0	0	0
0.00421548	0.0925667	-0.0215881	0.0471717	-0.0543591	0.00825388	0.113475
0.00421548	0	0	0	0	0	0
0.00815487	0.0925667	-0.0215881	0.0471717	-0.0543591	0.00825388	0.113475
0.00815487	0	0	0	0	0	0
0.012187	0.0925612	-0.0215882	0.0471695	-0.054357	0.00826052	0.11347
0.012187	0	0	0	0	0	0
0.0161626	0.0925612	-0.0215882	0.0471695	-0.054357	0.00826052	0.11347
0.0161626	0	0	0	0	0	0
0.0202148	0.0925665	-0.0215885	0.0471713	-0.0543584	0.00825608	0.113475
0.0202148	0	0	0	0	0	0
0.0241833	0.0925665	-0.0215885	0.0471713	-0.0543584	0.00825608	0.113475
0.0241833	0	0	0	0	0	0
0.0281827	0.0927884	-0.0220855	0.0489111	-0.0555734	0.00823187	0.113671
0.0281827	0	0	0	0	0	0
0.0321333	0.0927884	-0.0220855	0.0489111	-0.0555734	0.00823187	0.113671
0.0321333	0	0	0	0	0	0
0.0361938	0.0927961	-0.0220828	0.0489104	-0.0555758	0.00822743	0.113679
0.0361938	0	0	0	0	0	0
0.0401468	0.0927961	-0.0220828	0.0489104	-0.0555758	0.00822743	0.113679
0.0401468	0	0	0	0	0	0
0.0441628	0.0927952	-0.0220824	0.0489129	-0.0555823	0.00822798	0.113677
0.0441628	0	0	0	0	0	0
0.0481563	0.0927952	-0.0220824	0.0489129	-0.0555823	0.00822798	0.113677
0.0481563	0	0	0	0	0	0
0.0523534	0.0927948	-0.0220841	0.0489143	-0.0555816	0.00822756	0.113677
0.0523534	0	0	0	0	0	0
0.0561755	0.0927948	-0.0220841	0.0489143	-0.0555816	0.00822756	0.113677
0.0561755	0	0	0	0	0	0
0.0602012	0.0917857	-0.0214565	0.0470433	-0.0543507	0.00831646	0.112698
0.0602012	0	0	0	0	0	0
0.0641792	0.0917857	-0.0214565	0.0470433	-0.0543507	0.00831646	0.112698
0.0641792	0	0	0	0	0	0
0.0682003	0.0917865	-0.021461	0.0470513	-0.0543564	0.00831146	0.112697
0.0682003	0	0	0	0	0	0
0.0721636	0.0917865	-0.021461	0.0470513	-0.0543564	0.00831146	0.112697
0.0721636	0	0	0	0	0	0
0.0761929	0.0917872	-0.021459	0.0470507	-0.0543585	0.00831049	0.112698
0.0761929	0	0	0	0	0	0
0.0802364	0.0918331	-0.0214711	0.0470186	-0.0541527	0.00821916	0.112618
0.0802364	0	0	0	0	0	0
0.084203	0.0918345	-0.0214681	0.0470073	-0.0541363	0.00822132	0.112621
0.084203	0	0	0	0	0	0
0.0881979	0.0918345	-0.0214681	0.0470073	-0.0541363	0.00822132	0.112621
0.0881979	0	0	0	0	0	0
0.0921624	0.0918406	-0.0214604	0.0470057	-0.0541476	0.00821778	0.112626
0.0921624	0	0	0	0	0	0.0158911
0.0961668	0.0918406	-0.0214604	0.0470057	-0.0541476	0.00821778	0.112626
0.0961668	0	0	0	0	0	0.0158911
0.100192	0.0918453	-0.0214528	0.0470064	-0.0541571	0.0082021	0.11263
0.100192	0.00449968	0	0	-0.00886833	0	0.00894646
0.104227	0.0918453	-0.0214528	0.0470064	-0.0541571	0.0082021	0.11263
0.104227	0.00449968	0	0	-0.00886833	0	0.00894646
0.108218	0.0923896	-0.0228907	0.0523177	-0.0584315	0.0083765	0.113475
0.108218	0.010879	0	0	-0.00569011	0	0.00458912
0.112179	0.0923896	-0.0228907	0.0523177	-0.0584315	0.0083765	0.113475
0.112179	0.010879	0	0	-0.00569011	0	0.00458912
0.116191	0.0924034	-0.0228752	0.0523119	-0.0584462	0.0083638	0.113488
0.116191	0.0148671	0	0.00407783	-0.0094615	0	0.0162705
0.120138	0.0924034	-0.0228752	0.0523119	-0.0584462	0.0083638	0.113488
0.120138	0.0148671	0	0.00407783	-0.0094615	0	0.0162705
0.124212	0.0924093	-0.0228662	0.0522977	-0.0584363	0.00836646	0.113495
0.124212	0.0179253	0	0.00876133	-0.0131322	0	0.0124295
0.128142	0.0924093	-0.0228662	0.0522977	-0.0584363	0.00836646	0.113495
0.128142	0.0179253	0	0.00876133	-0.0131322	0	0.0124295
0.13214	0.0924222	-0.0228488	0.0522988	-0.0584671	0.00834899	0.113505
0.13214	0.0222305	-0.00827071	0.0106191	-0.0059911	0	0.029586
0.136203	0.0926509	-0.0233394	0.0540351	-0.0596816	0.00831384	0.113706
0.136203	0.0222305	-0.00827071	0.0106191	-0.0059911	0	0.029586
0.14022	0.0926566	-0.0233231	0.0540289	-0.0596969	0.00830235	0.11371
0.14022	0.0288744	-0.0041282	0.0124459	-0.0162985	0	0.0457962
0.144188	0.0926566	-0.0233231	0.0540289	-0.0596969	0.00830235	0.11371
0.144188	0.0288744	-0.0041282	0.0124459	-0.0162985	0	0.0457962
0.14816	0.0926768	-0.0232909	0.0540068	-0.0597089	0.0082842	0.11373
0.14816	0.0376487	-0.00729227	0.0170204	-0.0225687	0	0.0442988
0.152159	0.0926768	-0.0232909	0.0540068	-0.0597089	0.0082842	0.11373
0.152159	0.0376487	-0.00729227	0.0170204	-0.0225687	0	0.0442988
0.156251	0.0926945	-0.0232669	0.0539991	-0.0597357	0.00826796	0.113745
0.156251	0.0478973	-0.0152172	0.0232606	-0.0220469	0	0.0545993
0.160138	0.0926945	-0.0232669	0.0539991	-0.0597357	0.00826796	0.113745
0.160138	0.0478973	-0.0152172	0.0232606	-0.0220469	0	0.0545993
0.1642	0.0915353	-0.0221227	0.0503553	-0.057142	0.00826789	0.112512
0.1642	0.0599523	-0.0113874	0.0326277	-0.0496721	0.0104982	0.0754421
0.16816	0.0915353	-0.0221227	0.0503553	-0.057142	0.00826789	0.112512
0.16816	0.0599523	-0.0113874	0.0326277	-0.0496721	0.0104982	0.0754421
0.172245	0.0915679	-0.0220691	0.0503288	-0.0571823	0.00823256	0.112541
0.172245	0.0771055	-0.0237744	0.0425302	-0.0455987	0.00828733	0.09024
0.176162	0.0915679	-0.0220691	0.0503288	-0.0571823	0.00823256	0.112541
0.176162	0.0771055	-0.0237744	0.0425302	-0.0455987	0.00828733	0.09024
0.180167	0.0916143	-0.022	0.0502967	-0.0572375	0.00818364	0.112582
0.180167	0.100522	-0.0244056	0.0568665	-0.0654111	0.00419245	0.111101
0.184159	0.0916143	-0.022	0.0502967	-0.0572375	0.00818364	0.112582
0.184159	0.100522	-0.0244056	0.0568665	-0.0654111	0.00419245	0.111101
0.188262	0.0916635	-0.0219327	0.0502739	-0.0573087	0.00813416	0.112625
0.188262	0.0953532	-0.0201998	0.0498924	-0.0572985	0.0247953	0.117127
0.192224	0.0917087	-0.0219445	0.050241	-0.0571003	0.0080427	0.112543
0.192224	0.0953532	-0.0201998	0.0498924	-0.0572985	0.0247953	0.117127
0.196167	0.0917554	-0.0218731	0.0502106	-0.0571709	0.0080065	0.112583
0.196167	0.0950836	-0.0226851	0.0524246	-0.054332	0.00730295	0.114395
0.20017	0.0917554	-0.0218731	0.0502106	-0.0571709	0.0080065	0.112583
0.20017	0.0950836	-0.0226851	0.0524246	-0.054332	0.00730295	0.114395
0.20419	0.0918019	-0.0218036	0.0501932	-0.0572548	0.00795053	0.112622
0.20419	0.0941962	-0.0231055	0.051836	-0.0625178	0.0342771	0.118056
0.208176	0.0918019	-0.0218036	0.0501932	-0.0572548	0.00795053	0.112622
0.208176	0.0941962	-0.0231055	0.051836	-0.0625178	0.0342771	0.118056
0.212171	0.0918489	-0.0217295	0.0501551	-0.0573046	0.00789726	0.112665
0.212171	0.0938461	-0.0218484	0.0506866	-0.0571448	-0.0127368	0.108206
0.216139	0.0918489	-0.0217295	0.0501551	-0.0573046	0.00789726	0.112665
0.216139	0.0938461	-0.0218484	0.0506866	-0.0571448	-0.0127368	0.108206
0.220162	0.0918944	-0.0216592	0.0501234	-0.0573633	0.00784889	0.112705
0.220162	0.0918705	-0.0226925	0.0527856	-0.0612797	0.0344755	0.113977
0.224258	0.0919393	-0.0216709	0.0500904	-0.0571545	0.00775797	0.112623
0.224258	0.0918705	-0.0226925	0.0527856	-0.0612797	0.0344755	0.113977
0.228174	0.0919882	-0.0215891	0.0500515	-0.0572201	0.00770713	0.112666
0.228174	0.0916009	-0.0236937	0.0533517	-0.0599243	-0.0259634	0.115986
0.232136	0.0919882	-0.0215891	0.0500515	-0.0572201	0.00770713	0.112666
0.232136	0.0916009	-0.0236937	0.0533517	-0.0599243	-0.0259634	0.115986
0.236134	0.0920431	-0.0215171	0.0500371	-0.0573109	0.00763962	0.112712
0.236134	0.0902021	-0.0226527	0.0574664	-0.0639479	0.0210763	0.113461
0.240191	0.0920431	-0.0215171	0.0500371	-0.0573109	0.00763962	0.112712
0.240191	0.0902021	-0.0226527	0.0574664	-0.0639479	0.0210763	0.113461
0.244195	0.0920983	-0.0214384	0.0499786	-0.0573322	0.00759562	0.112766
0.244195	0.0903659	-0.0228236	0.0545191	-0.0542732	0.0358948	0.115616
0.248194	0.0913504	-0.0213244	0.0498215	-0.057112	0.00756385	0.111894
0.248194	0.0903659	-0.0228236	0.0545191	-0.0542732	0.0358948	0.115616
0.25222	0.0913832	-0.0212613	0.049804	-0.0571882	0.0075224	0.11192
0.25222	0.0906376	-0.0199125	0.0525938	-0.0585139	-0.0288112	0.114844
0.256182	0.0913832	-0.0212613	0.049804	-0.0571882	0.0075224	0.11192
0.256182	0.0906376	-0.0199125	0.0525938	-0.0585139	-0.0288112	0.114844
0.260195	0.0914214	-0.0211896	0.0497698	-0.0572479	0.00748124	0.111953
0.260195	0.0906814	-0.0215928	0.0535652	-0.0660768	0.0441249	0.116147
0.264166	0.0914214	-0.0211896	0.0497698	-0.0572479	0.00748124	0.111953
0.264166	0.0906814	-0.0215928	0.0535652	-0.0660768	0.0441249	0.116147
0.268182	0.0914688	-0.0211118	0.0497327	-0.0573067	0.00742713	0.111995
0.268182	0.0932133	-0.0210767	0.053853	-0.0574077	-0.0314989	0.112674
0.272174	0.0914688	-0.0211118	0.0497327	-0.0573067	0.00742713	0.111995
0.272174	0.0932133	-0.0210767	0.053853	-0.0574077	-0.0314989	0.112674
0.276192	0.0912679	-0.0201522	0.0461099	-0.0539293	0.00701473	0.111211
0.276192	0.0901193	-0.0188932	0.0536159	-0.0610213	0.0252799	0.110807
0.280149	0.0912679	-0.0201522	0.0461099	-0.0539293	0.00701473	0.111211
0.280149	0.0901193	-0.0188932	0.0536159	-0.0610213	0.0252799	0.110807
0.284204	0.0913181	-0.0200715	0.0460532	-0.053955	0.00696712	0.111259
0.284204	0.091438	-0.0213423	0.0524735	-0.0550536	0.0543627	0.11295
0.288196	0.0913181	-0.0200715	0.0460532	-0.053955	0.00696712	0.111259
0.288196	0.091438	-0.0213423	0.0524735	-0.0550536	0.0543627	0.11295
0.29217	0.0913587	-0.020003	0.046032	-0.0540282	0.00691373	0.111293
0.29217	0.0925765	-0.0194226	0.0521182	-0.0587692	-0.0360399	0.111411
0.296165	0.0913587	-0.020003	0.046032	-0.0540282	0.00691373	0.111293
0.296165	0.0925765	-0.0194226	0.0521182	-0.0587692	-0.0360399	0.111411
0.300139	0.0914102	-0.0199359	0.0460087	-0.0540962	0.00686353	0.111338
0.300139	0.0949897	-0.0216085	0.0463459	-0.0575731	0.0323557	0.106635
0.304179	0.0914102	-0.0199359	0.0460087	-0.0540962	0.00686353	0.111338
0.304179	0.0949897	-0.0216085	0.0463459	-0.0575731	0.0323557	0.106635
0.308276	0.0903797	-0.018837	0.0422704	-0.0508722	0.00660868	0.109865
0.308276	0.0967126	-0.0186482	0.0455018	-0.0491363	-0.0155316	0.118092
0.312122	0.0903797	-0.018837	0.0422704	-0.0508722	0.00660868	0.109865
0.312122	0.0967126	-0.0186482	0.0455018	-0.0491363	-0.0155316	0.118092
0.316152	0.0904199	-0.0187713	0.0422608	-0.0509619	0.00655201	0.109897
0.316152	0.0963124	-0.0199312	0.0474024	-0.0595856	-0.00620687	0.110987
0.320195	0.0904199	-0.0187713	0.0422608	-0.0509619	0.00655201	0.109897
0.320195	0.0963124	-0.0199312	0.0474024	-0.0595856	-0.00620687	0.110987
0.324193	0.0904666	-0.0187059	0.0422352	-0.0510222	0.00650538	0.109938
0.324193	0.0976594	-0.0222834	0.0475683	-0.0584523	0.0466862	0.117388
0.328198	0.0904666	-0.0187059	0.0422352	-0.0510222	0.00650538	0.109938
0.328198	0.0976594	-0.0222834	0.0475683	-0.0584523	0.0466862	0.117388
0.332175	0.0905139	-0.0186298	0.0421952	-0.0510711	0.00645633	0.109981
0.332175	0.0948357	-0.0176263	0.0401957	-0.0423948	-0.0314477	0.110757
0.336204	0.0908675	-0.0195595	0.0457034	-0.0539064	0.00655843	0.110525
0.336204	0.0948357	-0.0176263	0.0401957	-0.0423948	-0.0314477	0.110757
0.340163	0.0909098	-0.0195039	0.0457026	-0.0540017	0.00651567	0.110558
