-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
-311.11	-175
