30.6264	-97.4237
-337.947	-190.095
-337.947	-190.095
-337.947	-190.095
-337.947	-190.095
-337.947	-190.095
-337.947	-190.095
-337.947	-190.095
-337.947	-190.095
-337.947	-190.095
-337.947	-190.095
-337.947	-190.095
-337.947	-190.095
-337.947	-190.095
-337.947	-190.095
-337.947	-190.095
-337.947	-190.095
-337.947	-190.095
-337.947	-190.095
7.39259	-70.4936
6.3365	-69.7015
6.3365	-68.9095
5.28042	-68.1174
4.22433	-66.5333
4.22433	-65.7412
4.22433	-64.1571
2.11217	-64.1571
2.11217	-61.7809
2.11217	-60.9888
1.05608	-59.4047
1.05608	-57.8206
2.11217	-57.0285
0	-56.2365
-1.05608	-55.4444
-1.05608	-54.6523
-2.11217	-53.0682
-1.05608	-51.4841
-1.05608	-50.692
-1.05608	-49.9
-1.05608	-49.1079
-1.05608	-46.7317
-1.05608	-45.9396
-1.05608	-45.1476
-1.05608	-42.7714
0	-42.7714
-1.05608	-41.9793
-1.05608	-41.1873
-1.05608	-39.6031
-1.05608	-38.019
-1.05608	-37.227
-1.05608	-36.4349
0	-34.8508
1.05608	-34.8508
0	-32.4746
0	-31.6825
1.05608	-30.8904
1.05608	-30.0984
1.05608	-29.3063
2.11217	-28.5143
2.11217	-26.9301
2.11217	-26.1381
3.16825	-24.5539
3.16825	-23.7619
4.22433	-22.9698
4.22433	-22.1778
5.28042	-21.3857
6.3365	-19.8016
7.39259	-19.0095
7.39259	-18.2174
8.44867	-16.6333
8.44867	-15.8413
10.5608	-14.2571
10.5608	-14.2571
11.6169	-12.673
12.673	-12.673
12.673	-11.8809
13.7291	-11.0889
14.7852	-10.2968
14.7852	-9.50475
16.8973	-7.92063
16.8973	-7.12856
17.9534	-7.12856
17.9534	-6.3365
20.0656	-4.75238
21.1217	-4.75238
22.1778	-3.96031
23.2338	-3.16825
25.346	-2.37619
26.4021	-1.58413
27.4582	-0.792063
28.5143	0
30.6264	0.792063
31.6825	0.792063
32.7386	1.58413
-337.947	-190.095
-337.947	-190.095
-337.947	-190.095
-337.947	-190.095
-337.947	-190.095
120.394	-55.4444
126.73	-58.6126
133.067	-57.8206
138.347	-56.2365
139.403	-57.0285
139.403	-57.8206
139.403	-58.6126
139.403	-60.9888
138.347	-61.7809
138.347	-62.573
137.291	-64.1571
137.291	-64.9491
136.235	-65.7412
136.235	-66.5333
136.235	-67.3253
135.179	-68.9095
134.123	-70.4936
133.067	-71.2856
133.067	-72.0777
132.01	-72.8698
132.01	-73.6618
130.954	-75.246
129.898	-76.038
128.842	-76.8301
127.786	-78.4142
127.786	-78.4142
126.73	-79.2063
126.73	-79.9983
125.674	-80.7904
123.562	-81.5825
122.506	-82.3745
122.506	-83.1666
121.45	-83.9587
120.394	-84.7507
118.281	-86.3348
117.225	-86.3348
117.225	-87.1269
115.113	-88.711
114.057	-88.711
113.001	-89.5031
111.945	-90.2952
109.833	-91.0872
108.777	-91.8793
107.721	-91.8793
106.664	-92.6713
104.552	-93.4634
103.496	-94.2555
102.44	-94.2555
101.384	-95.0475
99.2719	-95.8396
98.2158	-95.8396
96.1036	-95.8396
95.0475	-96.6317
92.9354	-97.4237
91.8793	-97.4237
90.8232	-97.4237
88.711	-98.2158
86.5989	-98.2158
85.5428	-98.2158
84.4867	-99.0078
83.4306	-99.0078
82.3745	-99.0078
81.3184	-99.0078
53.8603	-92.6713
38.019	-94.2555
26.4021	-91.0872
14.7852	-87.919
4.22433	-83.9587
-4.22433	-78.4142
-10.5608	-71.2856
-17.9534	-57.8206
-20.0656	-51.4841
-20.0656	-45.1476
-20.0656	-40.3952
-19.0095	-34.8508
-19.0095	-30.8904
-16.8973	-26.1381
-14.7852	-19.0095
-13.7291	-15.0492
-12.673	-12.673
-10.5608	-9.50475
-8.44867	-4.75238
-8.44867	-4.75238
-7.39259	-0.792063
-6.3365	0.792063
-6.3365	2.37619
-6.3365	3.16825
-6.3365	3.96031
-6.3365	5.54444
-5.28042	5.54444
-6.3365	6.3365
-6.3365	6.3365
-6.3365	7.12856
-7.39259	7.12856
-7.39259	7.12856
-7.39259	7.12856
-7.39259	7.12856
-8.44867	7.12856
-8.44867	7.12856
-8.44867	7.12856
-8.44867	7.12856
-8.44867	7.12856
-8.44867	7.12856
-8.44867	7.12856
-8.44867	7.12856
-7.39259	7.12856
-7.39259	7.12856
-7.39259	7.12856
-7.39259	7.12856
-7.39259	7.12856
-7.39259	7.12856
-7.39259	7.12856
-7.39259	7.12856
-7.39259	7.12856
-7.39259	7.12856
-6.3365	7.12856
-6.3365	7.92063
-6.3365	7.92063
-6.3365	7.92063
-6.3365	7.92063
-6.3365	7.92063
-5.28042	7.92063
-5.28042	8.71269
-5.28042	8.71269
-5.28042	8.71269
-5.28042	8.71269
-5.28042	8.71269
-4.22433	8.71269
-4.22433	8.71269
-4.22433	9.50475
-4.22433	9.50475
-4.22433	9.50475
-3.16825	9.50475
-3.16825	9.50475
-3.16825	9.50475
-3.16825	9.50475
-3.16825	9.50475
-2.11217	10.2968
-2.11217	10.2968
-2.11217	10.2968
-2.11217	10.2968
-2.11217	10.2968
-1.05608	10.2968
-1.05608	10.2968
-1.05608	10.2968
-1.05608	10.2968
-1.05608	10.2968
-1.05608	10.2968
-1.05608	10.2968
0	10.2968
0	10.2968
0	10.2968
0	10.2968
1.05608	10.2968
1.05608	10.2968
1.05608	10.2968
1.05608	10.2968
1.05608	10.2968
1.05608	10.2968
2.11217	10.2968
2.11217	10.2968
2.11217	10.2968
2.11217	10.2968
3.16825	10.2968
2.11217	10.2968
2.11217	10.2968
2.11217	10.2968
3.16825	10.2968
3.16825	10.2968
3.16825	10.2968
3.16825	10.2968
3.16825	10.2968
4.22433	9.50475
4.22433	9.50475
5.28042	9.50475
4.22433	9.50475
4.22433	9.50475
4.22433	9.50475
5.28042	9.50475
5.28042	9.50475
5.28042	9.50475
5.28042	8.71269
5.28042	8.71269
6.3365	8.71269
6.3365	8.71269
6.3365	8.71269
6.3365	8.71269
6.3365	7.92063
6.3365	7.92063
6.3365	7.92063
6.3365	7.92063
7.39259	7.92063
7.39259	7.12856
7.39259	7.12856
7.39259	7.12856
7.39259	7.12856
7.39259	7.12856
7.39259	7.12856
8.44867	6.3365
8.44867	6.3365
8.44867	6.3365
8.44867	6.3365
8.44867	6.3365
-337.947	-190.095
-337.947	-190.095
-337.947	-190.095
-337.947	-190.095
-337.947	-190.095
-337.947	-190.095
99.2719	-54.6523
104.552	-55.4444
109.833	-54.6523
97.1597	-51.4841
85.5428	-48.3158
73.9259	-44.3555
63.365	-40.3952
52.8042	-36.4349
43.2994	-32.4746
34.8508	-29.3063
21.1217	-22.9698
15.8413	-19.8016
9.50475	-17.4254
6.3365	-15.8413
3.16825	-15.0492
1.05608	-14.2571
-2.11217	-13.4651
-5.28042	-12.673
